"","no","speciesID","species","combination","temp","rep","sampling","cellVolume"
"2699",357,"Rhizo","duo","RT","inc+fluc",3,12,672285521.629145
"2700",422,"Rhizo","quattro","DGRT","inc",2,15,224095173.876382
"2701",255,"Rhizo","duo","AR","inc",3,3,1232523456.3201
"2702",421,"Rhizo","quattro","DGRT","inc",1,12,400169953.350681
"2703",355,"Rhizo","duo","RT","inc+fluc",1,9,1960832771.41834
"2704",475,"Rhizo","quattro","ADGR","inc+fluc",1,6,400169953.350681
"2705",152,"Rhizo","duo","DR","CS",2,9,1040441878.71177
"2706",236,"Rhizo","duo","RT","fluct",2,9,1520645822.73259
"2707",435,"Rhizo","quattro","ADRT","inc",3,6,680288920.696158
"2708",255,"Rhizo","duo","AR","inc",3,1,48020394.4020818
"2709",416,"Rhizo","quattro","ADGR","fluct",2,6,840356902.036431
"2710",421,"Rhizo","quattro","DGRT","inc",1,9,1280543850.72218
"2711",363,"Rhizo","quattro","DGRT","CS",3,12,760322911.366295
"2712",477,"Rhizo","quattro","ADGR","inc+fluc",3,6,400169953.350681
"2713",417,"Rhizo","quattro","ADGR","fluct",3,6,336142760.814572
"2714",422,"Rhizo","quattro","DGRT","inc",2,9,1280543850.72218
"2715",465,"Rhizo","quattro","ADRT","inc+fluc",3,12,448190347.752763
"2716",481,"Rhizo","MIX","ADGRT","CS",1,6,240101972.010409
"2717",416,"Rhizo","quattro","ADGR","fluct",2,3,784333108.567336
"2718",475,"Rhizo","quattro","ADGR","inc+fluc",1,1,112047586.938191
"2719",368,"Rhizo","quattro","AGRT","CS",2,12,1008428282.44372
"2720",109,"Rhizo","mono","R","inc+fluc",1,3,1568666217.13467
"2721",357,"Rhizo","duo","RT","inc+fluc",3,3,560237934.690954
"2722",482,"Rhizo","MIX","ADGRT","CS",2,6,280118967.345477
"2723",493,"Rhizo","MIX","ADGRT","inc",1,15,112047586.938191
"2724",253,"Rhizo","duo","AR","inc",1,9,680288920.696158
"2725",254,"Rhizo","duo","AR","inc",2,9,1160492864.71698
"2726",435,"Rhizo","quattro","ADRT","inc",3,15,0
"2727",392,"Rhizo","quattro","DGRT","fluct",2,12,440186948.68575
"2728",297,"Rhizo","duo","RT","inc",3,9,920390892.706567
"2729",272,"Rhizo","duo","DR","inc",2,15,1456618630.19648
"2730",314,"Rhizo","duo","AR","inc+fluc",2,15,1120475869.38191
"2731",434,"Rhizo","quattro","ADRT","inc",2,12,80033990.6701363
"2732",363,"Rhizo","quattro","DGRT","CS",3,3,448190347.752763
"2733",445,"Rhizo","quattro","ADGR","inc",1,3,560237934.690954
"2734",19,"Rhizo","mono","R","CS",1,12,2449040114.50617
"2735",387,"Rhizo","quattro","ADGR","CS",3,6,1040441878.71177
"2736",253,"Rhizo","duo","AR","inc",1,3,896380695.505526
"2737",367,"Rhizo","quattro","AGRT","CS",1,3,448190347.752763
"2738",133,"Rhizo","duo","AR","CS",1,3,672285521.629145
"2739",433,"Rhizo","quattro","ADRT","inc",1,6,680288920.696158
"2740",363,"Rhizo","quattro","DGRT","CS",3,1,112047586.938191
"2741",447,"Rhizo","quattro","ADGR","inc",3,3,784333108.567336
"2742",375,"Rhizo","quattro","ADRT","CS",3,9,816346704.83539
"2743",429,"Rhizo","quattro","AGRT","inc",3,3,560237934.690954
"2744",434,"Rhizo","quattro","ADRT","inc",2,6,720305916.031227
"2745",51,"Rhizo","mono","R","fluct",3,15,2016856564.88743
"2746",493,"Rhizo","MIX","ADGRT","inc",1,6,560237934.690954
"2747",403,"Rhizo","quattro","ADRT","fluct",1,12,320135962.680545
"2748",211,"Rhizo","duo","DR","fluct",1,15,2040866762.08848
"2749",195,"Rhizo","duo","AR","fluct",3,9,1240526855.38711
"2750",285,"Rhizo","duo","GR","inc",3,12,520220939.355886
"2751",295,"Rhizo","duo","RT","inc",1,15,1008428282.44372
"2752",272,"Rhizo","duo","DR","inc",2,6,880373897.371499
"2753",152,"Rhizo","duo","DR","CS",2,6,1560662818.06766
"2754",297,"Rhizo","duo","RT","inc",3,15,896380695.505526
"2755",135,"Rhizo","duo","AR","CS",3,15,400169953.350681
"2756",399,"Rhizo","quattro","AGRT","fluct",3,6,1880798780.7482
"2757",501,"Rhizo","MIX","ADGRT","inc+fluc",3,12,2240951738.76382
"2758",152,"Rhizo","duo","DR","CS",2,3,80033990.6701363
"2759",500,"Rhizo","MIX","ADGRT","inc+fluc",2,9,960407888.041636
"2760",387,"Rhizo","quattro","ADGR","CS",3,12,1232523456.3201
"2761",392,"Rhizo","quattro","DGRT","fluct",2,15,1456618630.19648
"2762",164,"Rhizo","duo","GR","CS",2,6,1960832771.41834
"2763",453,"Rhizo","quattro","DGRT","inc+fluc",3,15,112047586.938191
"2764",285,"Rhizo","duo","GR","inc",3,6,2000849766.75341
"2765",445,"Rhizo","quattro","ADGR","inc",1,6,1000424883.3767
"2766",457,"Rhizo","quattro","AGRT","inc+fluc",1,15,0
"2767",80,"Rhizo","mono","R","inc",2,12,800339906.701363
"2768",356,"Rhizo","duo","RT","inc+fluc",2,1,96040788.8041635
"2769",313,"Rhizo","duo","AR","inc+fluc",1,15,896380695.505526
"2770",332,"Rhizo","duo","DR","inc+fluc",2,6,480203944.020818
"2771",475,"Rhizo","quattro","ADGR","inc+fluc",1,12,4033713129.77487
"2772",415,"Rhizo","quattro","ADGR","fluct",1,12,360152958.015613
"2773",212,"Rhizo","duo","DR","fluct",2,6,2000849766.75341
"2774",133,"Rhizo","duo","AR","CS",1,6,680288920.696158
"2775",433,"Rhizo","quattro","ADRT","inc",1,9,240101972.010409
"2776",177,"Rhizo","duo","RT","CS",3,6,1440611832.06245
"2777",391,"Rhizo","quattro","DGRT","fluct",1,6,1040441878.71177
"2778",386,"Rhizo","quattro","ADGR","CS",2,3,560237934.690954
"2779",398,"Rhizo","quattro","AGRT","fluct",2,12,440186948.68575
"2780",175,"Rhizo","duo","RT","CS",1,3,240101972.010409
"2781",417,"Rhizo","quattro","ADGR","fluct",3,12,360152958.015613
"2782",387,"Rhizo","quattro","ADGR","CS",3,3,560237934.690954
"2783",464,"Rhizo","quattro","ADRT","inc+fluc",2,15,112047586.938191
"2784",313,"Rhizo","duo","AR","inc+fluc",1,9,1200509860.05204
"2785",285,"Rhizo","duo","GR","inc",3,15,1344571043.25829
"2786",79,"Rhizo","mono","R","inc",1,3,240101972.010409
"2787",422,"Rhizo","quattro","DGRT","inc",2,12,640271925.36109
"2788",417,"Rhizo","quattro","ADGR","fluct",3,9,880373897.371499
"2789",501,"Rhizo","MIX","ADGRT","inc+fluc",3,15,224095173.876382
"2790",313,"Rhizo","duo","AR","inc+fluc",1,6,1000424883.3767
"2791",404,"Rhizo","quattro","ADRT","fluct",2,12,240101972.010409
"2792",361,"Rhizo","quattro","DGRT","CS",1,9,1960832771.41834
"2793",51,"Rhizo","mono","R","fluct",3,12,880373897.371499
"2794",236,"Rhizo","duo","RT","fluct",2,6,2040866762.08848
"2795",387,"Rhizo","quattro","ADGR","CS",3,9,1000424883.3767
"2796",415,"Rhizo","quattro","ADGR","fluct",1,3,560237934.690954
"2797",397,"Rhizo","quattro","AGRT","fluct",1,3,448190347.752763
"2798",79,"Rhizo","mono","R","inc",1,15,784333108.567336
"2799",464,"Rhizo","quattro","ADRT","inc+fluc",2,9,600254930.026022
"2800",489,"Rhizo","MIX","ADGRT","fluct",3,15,560237934.690954
"2801",373,"Rhizo","quattro","ADRT","CS",1,15,224095173.876382
"2802",405,"Rhizo","quattro","ADRT","fluct",3,9,800339906.701363
"2803",331,"Rhizo","duo","DR","inc+fluc",1,9,1160492864.71698
"2804",464,"Rhizo","quattro","ADRT","inc+fluc",2,6,640271925.36109
"2805",212,"Rhizo","duo","DR","fluct",2,9,2200934743.42875
"2806",50,"Rhizo","mono","R","fluct",2,6,4041716528.84188
"2807",271,"Rhizo","duo","DR","inc",1,15,1008428282.44372
"2808",415,"Rhizo","quattro","ADGR","fluct",1,9,1200509860.05204
"2809",447,"Rhizo","quattro","ADGR","inc",3,9,520220939.355886
"2810",135,"Rhizo","duo","AR","CS",3,9,1280543850.72218
"2811",345,"Rhizo","duo","GR","inc+fluc",3,12,920390892.706567
"2812",355,"Rhizo","duo","RT","inc+fluc",1,15,1792761391.01105
"2813",253,"Rhizo","duo","AR","inc",1,6,1000424883.3767
"2814",283,"Rhizo","duo","GR","inc",1,12,840356902.036431
"2815",195,"Rhizo","duo","AR","fluct",3,15,1520645822.73259
"2816",435,"Rhizo","quattro","ADRT","inc",3,12,120050986.005204
"2817",135,"Rhizo","duo","AR","CS",3,6,1240526855.38711
"2818",475,"Rhizo","quattro","ADGR","inc+fluc",1,9,960407888.041636
"2819",333,"Rhizo","duo","DR","inc+fluc",3,3,448190347.752763
"2820",110,"Rhizo","mono","R","inc+fluc",2,12,80033990.6701363
"2821",134,"Rhizo","duo","AR","CS",2,15,560237934.690954
"2822",296,"Rhizo","duo","RT","inc",2,3,784333108.567336
"2823",111,"Rhizo","mono","R","inc+fluc",3,12,80033990.6701363
"2824",271,"Rhizo","duo","DR","inc",1,9,1720730799.40793
"2825",237,"Rhizo","duo","RT","fluct",3,6,1840781785.41313
"2826",494,"Rhizo","MIX","ADGRT","inc",2,9,480203944.020818
"2827",447,"Rhizo","quattro","ADGR","inc",3,12,160067981.340273
"2828",163,"Rhizo","duo","GR","CS",1,12,680288920.696158
"2829",332,"Rhizo","duo","DR","inc+fluc",2,15,1840781785.41313
"2830",237,"Rhizo","duo","RT","fluct",3,9,1640696808.73779
"2831",459,"Rhizo","quattro","AGRT","inc+fluc",3,9,920390892.706567
"2832",333,"Rhizo","duo","DR","inc+fluc",3,15,2961257654.79504
"2833",368,"Rhizo","quattro","AGRT","CS",2,15,112047586.938191
"2834",415,"Rhizo","quattro","ADGR","fluct",1,15,1456618630.19648
"2835",428,"Rhizo","quattro","AGRT","inc",2,9,960407888.041636
"2836",79,"Rhizo","mono","R","inc",1,6,2801189673.45477
"2837",195,"Rhizo","duo","AR","fluct",3,6,920390892.706567
"2838",236,"Rhizo","duo","RT","fluct",2,1,96040788.8041635
"2839",428,"Rhizo","quattro","AGRT","inc",2,12,200084976.675341
"2840",417,"Rhizo","quattro","ADGR","fluct",3,15,1008428282.44372
"2841",385,"Rhizo","quattro","ADGR","CS",1,9,720305916.031227
"2842",135,"Rhizo","duo","AR","CS",3,12,240101972.010409
"2843",236,"Rhizo","duo","RT","fluct",2,3,1008428282.44372
"2844",417,"Rhizo","quattro","ADGR","fluct",3,3,1120475869.38191
"2845",271,"Rhizo","duo","DR","inc",1,1,48020394.4020818
"2846",133,"Rhizo","duo","AR","CS",1,9,760322911.366295
"2847",283,"Rhizo","duo","GR","inc",1,15,1344571043.25829
"2848",374,"Rhizo","quattro","ADRT","CS",2,9,1352574442.3253
"2849",345,"Rhizo","duo","GR","inc+fluc",3,9,2040866762.08848
"2850",375,"Rhizo","quattro","ADRT","CS",3,15,336142760.814572
"2851",397,"Rhizo","quattro","AGRT","fluct",1,15,1568666217.13467
"2852",313,"Rhizo","duo","AR","inc+fluc",1,3,1568666217.13467
"2853",465,"Rhizo","quattro","ADRT","inc+fluc",3,15,112047586.938191
"2854",363,"Rhizo","quattro","DGRT","CS",3,15,2240951738.76382
"2855",477,"Rhizo","quattro","ADGR","inc+fluc",3,9,1200509860.05204
"2856",385,"Rhizo","quattro","ADGR","CS",1,3,336142760.814572
"2857",296,"Rhizo","duo","RT","inc",2,1,96040788.8041635
"2858",494,"Rhizo","MIX","ADGRT","inc",2,12,1680713804.07286
"2859",434,"Rhizo","quattro","ADRT","inc",2,9,200084976.675341
"2860",464,"Rhizo","quattro","ADRT","inc+fluc",2,12,784333108.567336
"2861",332,"Rhizo","duo","DR","inc+fluc",2,9,1680713804.07286
"2862",285,"Rhizo","duo","GR","inc",3,9,2240951738.76382
"2863",435,"Rhizo","quattro","ADRT","inc",3,9,800339906.701363
"2864",459,"Rhizo","quattro","AGRT","inc+fluc",3,12,672285521.629145
"2865",255,"Rhizo","duo","AR","inc",3,9,880373897.371499
"2866",495,"Rhizo","MIX","ADGRT","inc",3,15,112047586.938191
"2867",254,"Rhizo","duo","AR","inc",2,1,48020394.4020818
"2868",133,"Rhizo","duo","AR","CS",1,12,480203944.020818
"2869",427,"Rhizo","quattro","AGRT","inc",1,15,560237934.690954
"2870",393,"Rhizo","quattro","DGRT","fluct",3,9,1760747794.743
"2871",405,"Rhizo","quattro","ADRT","fluct",3,12,240101972.010409
"2872",151,"Rhizo","duo","DR","CS",1,12,720305916.031227
"2873",386,"Rhizo","quattro","ADGR","CS",2,9,680288920.696158
"2874",109,"Rhizo","mono","R","inc+fluc",1,12,560237934.690954
"2875",225,"Rhizo","duo","GR","fluct",3,15,2585097898.6454
"2876",361,"Rhizo","quattro","DGRT","CS",1,15,1120475869.38191
"2877",272,"Rhizo","duo","DR","inc",2,9,1760747794.743
"2878",453,"Rhizo","quattro","DGRT","inc+fluc",3,9,1200509860.05204
"2879",333,"Rhizo","duo","DR","inc+fluc",3,1,48020394.4020818
"2880",315,"Rhizo","duo","AR","inc+fluc",3,9,1640696808.73779
"2881",362,"ThalaCux","quattro","DGRT","CS",2,9,485428178.381546
"2882",171,"ThalaCux","duo","GT","CS",3,12,637830048.338542
"2883",230,"ThalaCux","duo","GT","fluct",2,12,682986157.95543
"2884",217,"ThalaCux","duo","DT","fluct",1,12,671697130.551208
"2885",393,"ThalaCux","quattro","DGRT","fluct",3,6,152401869.956997
"2886",297,"ThalaCux","duo","RT","inc",3,12,299159226.211883
"2887",140,"ThalaCux","duo","AT","CS",2,9,355604363.232993
"2888",355,"ThalaCux","duo","RT","inc+fluc",1,6,270936657.701328
"2889",177,"ThalaCux","duo","RT","CS",3,9,287870198.807661
"2890",405,"ThalaCux","quattro","ADRT","fluct",3,1,94827830.1954647
"2891",355,"ThalaCux","duo","RT","inc+fluc",1,12,423338527.658325
"2892",433,"ThalaCux","quattro","ADRT","inc",1,1,15804638.3659108
"2893",403,"ThalaCux","quattro","ADRT","fluct",1,1,15804638.3659108
"2894",231,"ThalaCux","duo","GT","fluct",3,12,626541020.93432
"2895",159,"ThalaCux","duo","DT","CS",3,1,6773416.44253319
"2896",338,"ThalaCux","duo","DT","inc+fluc",2,6,270936657.701328
"2897",159,"ThalaCux","duo","DT","CS",3,3,63218553.4636431
"2898",393,"ThalaCux","quattro","DGRT","fluct",3,3,94827830.1954647
"2899",217,"ThalaCux","duo","DT","fluct",1,6,259647630.297106
"2900",397,"ThalaCux","quattro","AGRT","fluct",1,1,31609276.7318216
"2901",459,"ThalaCux","quattro","AGRT","inc+fluc",3,1,79023191.8295539
"2902",411,"ThalaCux","quattro","ADGT","fluct",3,6,107245760.340109
"2903",367,"ThalaCux","quattro","AGRT","CS",1,12,395115959.14777
"2904",361,"ThalaCux","quattro","DGRT","CS",1,12,457205609.870991
"2905",87,"ThalaCux","mono","T","inc",3,1,33867082.212666
"2906",295,"ThalaCux","duo","RT","inc",1,1,20320249.3275996
"2907",169,"ThalaCux","duo","GT","CS",1,3,553162342.806877
"2908",351,"ThalaCux","duo","GT","inc+fluc",3,6,163690897.361219
"2909",429,"ThalaCux","quattro","AGRT","inc",3,1,79023191.8295539
"2910",297,"ThalaCux","duo","RT","inc",3,6,208847006.978107
"2911",355,"ThalaCux","duo","RT","inc+fluc",1,1,20320249.3275996
"2912",411,"ThalaCux","quattro","ADGT","fluct",3,1,63218553.4636431
"2913",373,"ThalaCux","quattro","ADRT","CS",1,1,15804638.3659108
"2914",237,"ThalaCux","duo","RT","fluct",3,12,225780548.08444
"2915",57,"ThalaCux","mono","T","fluct",3,12,829743514.210316
"2916",170,"ThalaCux","duo","GT","CS",2,12,829743514.210316
"2917",140,"ThalaCux","duo","AT","CS",2,3,284483490.586394
"2918",200,"ThalaCux","duo","AT","fluct",2,12,491072692.083656
"2919",393,"ThalaCux","quattro","DGRT","fluct",3,1,63218553.4636431
"2920",321,"ThalaCux","duo","AT","inc+fluc",3,6,186268952.169663
"2921",457,"ThalaCux","quattro","AGRT","inc+fluc",1,1,31609276.7318216
"2922",56,"ThalaCux","mono","T","fluct",2,9,1044235034.89053
"2923",362,"ThalaCux","quattro","DGRT","CS",2,6,242714089.190773
"2924",369,"ThalaCux","quattro","AGRT","CS",3,1,79023191.8295539
"2925",434,"ThalaCux","quattro","ADRT","inc",2,3,15804638.3659108
"2926",398,"ThalaCux","quattro","AGRT","fluct",2,6,141112842.552775
"2927",374,"ThalaCux","quattro","ADRT","CS",2,3,410920597.51368
"2928",398,"ThalaCux","quattro","AGRT","fluct",2,1,15804638.3659108
"2929",465,"ThalaCux","quattro","ADRT","inc+fluc",3,6,135468328.850664
"2930",489,"ThalaCux","MIX","ADGRT","fluct",3,1,15804638.3659108
"2931",295,"ThalaCux","duo","RT","inc",1,6,141112842.552775
"2932",158,"ThalaCux","duo","DT","CS",2,1,67734164.4253319
"2933",501,"ThalaCux","MIX","ADGRT","inc+fluc",3,6,101601246.637998
"2934",404,"ThalaCux","quattro","ADRT","fluct",2,3,221264937.122751
"2935",463,"ThalaCux","quattro","ADRT","inc+fluc",1,1,15804638.3659108
"2936",57,"ThalaCux","mono","T","fluct",3,3,124179301.446442
"2937",218,"ThalaCux","duo","DT","fluct",2,12,745075808.678651
"2938",219,"ThalaCux","duo","DT","fluct",3,12,620896507.23221
"2939",140,"ThalaCux","duo","AT","CS",2,1,13546832.8850664
"2940",403,"ThalaCux","quattro","ADRT","fluct",1,3,110632468.561375
"2941",483,"ThalaCux","MIX","ADGRT","CS",3,1,94827830.1954647
"2942",427,"ThalaCux","quattro","AGRT","inc",1,1,31609276.7318216
"2943",367,"ThalaCux","quattro","AGRT","CS",1,6,129823815.148553
"2944",170,"ThalaCux","duo","GT","CS",2,1,6773416.44253319
"2945",481,"ThalaCux","MIX","ADGRT","CS",1,12,282225685.10555
"2946",218,"ThalaCux","duo","DT","fluct",2,3,331897405.684126
"2947",338,"ThalaCux","duo","DT","inc+fluc",2,1,67734164.4253319
"2948",201,"ThalaCux","duo","AT","fluct",3,12,451561096.16888
"2949",85,"ThalaCux","mono","T","inc",1,3,169335411.06333
"2950",86,"ThalaCux","mono","T","inc",2,9,609607479.827987
"2951",177,"ThalaCux","duo","RT","CS",3,6,276581171.403439
"2952",218,"ThalaCux","duo","DT","fluct",2,1,67734164.4253319
"2953",453,"ThalaCux","quattro","DGRT","inc+fluc",3,3,63218553.4636431
"2954",458,"ThalaCux","quattro","AGRT","inc+fluc",2,6,146757356.254886
"2955",483,"ThalaCux","MIX","ADGRT","CS",3,12,135468328.850664
"2956",457,"ThalaCux","quattro","AGRT","inc+fluc",1,3,158046383.659108
"2957",357,"ThalaCux","duo","RT","inc+fluc",3,6,287870198.807661
"2958",295,"ThalaCux","duo","RT","inc",1,12,287870198.807661
"2959",421,"ThalaCux","quattro","DGRT","inc",1,6,519295260.594211
"2960",487,"ThalaCux","MIX","ADGRT","fluct",1,12,417694013.956214
"2961",27,"ThalaCux","mono","T","CS",3,3,163690897.361219
"2962",368,"ThalaCux","quattro","AGRT","CS",2,12,259647630.297106
"2963",157,"ThalaCux","duo","DT","CS",1,3,47413915.0977324
"2964",86,"ThalaCux","mono","T","inc",2,3,62089650.7232209
"2965",481,"ThalaCux","MIX","ADGRT","CS",1,3,331897405.684126
"2966",116,"ThalaCux","mono","T","inc+fluc",2,3,56445137.02111
"2967",500,"ThalaCux","MIX","ADGRT","inc+fluc",2,6,135468328.850664
"2968",458,"ThalaCux","quattro","AGRT","inc+fluc",2,1,15804638.3659108
"2969",411,"ThalaCux","quattro","ADGT","fluct",3,12,417694013.956214
"2970",379,"ThalaCux","quattro","ADGT","CS",1,1,94827830.1954647
"2971",237,"ThalaCux","duo","RT","fluct",3,1,6773416.44253319
"2972",85,"ThalaCux","mono","T","inc",1,1,60960747.9827987
"2973",481,"ThalaCux","MIX","ADGRT","CS",1,1,15804638.3659108
"2974",423,"ThalaCux","quattro","DGRT","inc",3,3,268678852.220483
"2975",363,"ThalaCux","quattro","DGRT","CS",3,3,189655660.390929
"2976",85,"ThalaCux","mono","T","inc",1,9,666052616.849097
"2977",115,"ThalaCux","mono","T","inc+fluc",1,3,141112842.552775
"2978",87,"ThalaCux","mono","T","inc",3,9,812809973.103983
"2979",488,"ThalaCux","MIX","ADGRT","fluct",2,6,112890274.04222
"2980",235,"ThalaCux","duo","RT","fluct",1,12,276581171.403439
"2981",500,"ThalaCux","MIX","ADGRT","inc+fluc",2,1,31609276.7318216
"2982",357,"ThalaCux","duo","RT","inc+fluc",3,12,485428178.381546
"2983",56,"ThalaCux","mono","T","fluct",2,1,40640498.6551992
"2984",465,"ThalaCux","quattro","ADRT","inc+fluc",3,1,94827830.1954647
"2985",495,"ThalaCux","MIX","ADGRT","inc",3,12,287870198.807661
"2986",367,"ThalaCux","quattro","AGRT","CS",1,1,31609276.7318216
"2987",27,"ThalaCux","mono","T","CS",3,9,863610596.422982
"2988",261,"ThalaCux","duo","AT","inc",3,3,505748427.709145
"2989",374,"ThalaCux","quattro","ADRT","CS",2,6,1043106132.15011
"2990",435,"ThalaCux","quattro","ADRT","inc",3,12,169335411.06333
"2991",368,"ThalaCux","quattro","AGRT","CS",2,1,15804638.3659108
"2992",375,"ThalaCux","quattro","ADRT","CS",3,6,869255110.125093
"2993",117,"ThalaCux","mono","T","inc+fluc",3,9,1117613713.01798
"2994",494,"ThalaCux","MIX","ADGRT","inc",2,6,505748427.709145
"2995",169,"ThalaCux","duo","GT","CS",1,12,609607479.827987
"2996",493,"ThalaCux","MIX","ADGRT","inc",1,3,237069575.488662
"2997",379,"ThalaCux","quattro","ADGT","CS",1,6,230296159.046129
"2998",230,"ThalaCux","duo","GT","fluct",2,3,316092767.318216
"2999",495,"ThalaCux","MIX","ADGRT","inc",3,6,379311320.781859
"3000",159,"ThalaCux","duo","DT","CS",3,6,372537904.339326
"3001",434,"ThalaCux","quattro","ADRT","inc",2,1,79023191.8295539
"3002",296,"ThalaCux","duo","RT","inc",2,12,412049500.254103
"3003",176,"ThalaCux","duo","RT","CS",2,12,327381794.722438
"3004",277,"ThalaCux","duo","DT","inc",1,3,489943789.343234
"3005",177,"ThalaCux","duo","RT","CS",3,12,293514712.509772
"3006",375,"ThalaCux","quattro","ADRT","CS",3,1,94827830.1954647
"3007",117,"ThalaCux","mono","T","inc+fluc",3,3,141112842.552775
"3008",279,"ThalaCux","duo","DT","inc",3,3,537357704.440967
"3009",363,"ThalaCux","quattro","DGRT","CS",3,6,180624438.467552
"3010",201,"ThalaCux","duo","AT","fluct",3,3,158046383.659108
"3011",278,"ThalaCux","duo","DT","inc",2,1,67734164.4253319
"3012",157,"ThalaCux","duo","DT","CS",1,1,13546832.8850664
"3013",25,"ThalaCux","mono","T","CS",1,15,880544137.529315
"3014",440,"ThalaCux","quattro","ADGT","inc",2,1,47413915.0977324
"3015",27,"ThalaCux","mono","T","CS",3,15,785716307.33385
"3016",296,"ThalaCux","duo","RT","inc",2,6,366893390.637215
"3017",499,"ThalaCux","MIX","ADGRT","inc+fluc",1,1,31609276.7318216
"3018",441,"ThalaCux","quattro","ADGT","inc",3,1,63218553.4636431
"3019",381,"ThalaCux","quattro","ADGT","CS",3,1,63218553.4636431
"3020",423,"ThalaCux","quattro","DGRT","inc",3,1,63218553.4636431
"3021",391,"ThalaCux","quattro","DGRT","fluct",1,6,112890274.04222
"3022",277,"ThalaCux","duo","DT","inc",1,12,795876431.99765
"3023",363,"ThalaCux","quattro","DGRT","CS",3,1,63218553.4636431
"3024",319,"ThalaCux","duo","AT","inc+fluc",1,12,716853240.168096
"3025",199,"ThalaCux","duo","AT","fluct",1,12,462850123.573102
"3026",177,"ThalaCux","duo","RT","CS",3,3,426725235.879591
"3027",171,"ThalaCux","duo","GT","CS",3,1,40640498.6551992
"3028",321,"ThalaCux","duo","AT","inc+fluc",3,12,485428178.381546
"3029",56,"ThalaCux","mono","T","fluct",2,15,513650746.8921
"3030",373,"ThalaCux","quattro","ADRT","CS",1,3,47413915.0977324
"3031",177,"ThalaCux","duo","RT","CS",3,1,6773416.44253319
"3032",397,"ThalaCux","quattro","AGRT","fluct",1,6,141112842.552775
"3033",488,"ThalaCux","MIX","ADGRT","fluct",2,1,31609276.7318216
"3034",25,"ThalaCux","mono","T","CS",1,6,818454486.806094
"3035",391,"ThalaCux","quattro","DGRT","fluct",1,1,110632468.561375
"3036",27,"ThalaCux","mono","T","CS",3,6,767653863.487095
"3037",465,"ThalaCux","quattro","ADRT","inc+fluc",3,12,304803739.913994
"3038",278,"ThalaCux","duo","DT","inc",2,6,203202493.275996
"3039",392,"ThalaCux","quattro","DGRT","fluct",2,1,94827830.1954647
"3040",453,"ThalaCux","quattro","DGRT","inc+fluc",3,1,63218553.4636431
"3041",26,"ThalaCux","mono","T","CS",2,3,146757356.254886
"3042",55,"ThalaCux","mono","T","fluct",1,9,1089391144.50742
"3043",85,"ThalaCux","mono","T","inc",1,15,657021394.92572
"3044",403,"ThalaCux","quattro","ADRT","fluct",1,6,169335411.06333
"3045",87,"ThalaCux","mono","T","inc",3,15,616380896.270521
"3046",459,"ThalaCux","quattro","AGRT","inc+fluc",3,3,173851022.025019
"3047",158,"ThalaCux","duo","DT","CS",2,3,221264937.122751
"3048",26,"ThalaCux","mono","T","CS",2,1,40640498.6551992
"3049",471,"ThalaCux","quattro","ADGT","inc+fluc",3,12,558806856.508988
"3050",463,"ThalaCux","quattro","ADRT","inc+fluc",1,3,142241745.293197
"3051",176,"ThalaCux","duo","RT","CS",2,9,344315335.828771
"3052",405,"ThalaCux","quattro","ADRT","fluct",3,6,95956732.9358869
"3053",399,"ThalaCux","quattro","AGRT","fluct",3,1,79023191.8295539
"3054",464,"ThalaCux","quattro","ADRT","inc+fluc",2,3,47413915.0977324
"3055",229,"ThalaCux","duo","GT","fluct",1,12,671697130.551208
"3056",200,"ThalaCux","duo","AT","fluct",2,1,13546832.8850664
"3057",409,"ThalaCux","quattro","ADGT","fluct",1,6,174979924.765441
"3058",351,"ThalaCux","duo","GT","inc+fluc",3,12,643474562.040653
"3059",116,"ThalaCux","mono","T","inc+fluc",2,15,400760472.849881
"3060",171,"ThalaCux","duo","GT","CS",3,3,31609276.7318216
"3061",464,"ThalaCux","quattro","ADRT","inc+fluc",2,1,79023191.8295539
"3062",295,"ThalaCux","duo","RT","inc",1,3,474139150.977324
"3063",169,"ThalaCux","duo","GT","CS",1,1,27093665.7701328
"3064",337,"ThalaCux","duo","DT","inc+fluc",1,3,458334512.611413
"3065",217,"ThalaCux","duo","DT","fluct",1,3,79023191.8295539
"3066",338,"ThalaCux","duo","DT","inc+fluc",2,3,316092767.318216
"3067",231,"ThalaCux","duo","GT","fluct",3,9,942633788.252536
"3068",339,"ThalaCux","duo","DT","inc+fluc",3,3,284483490.586394
"3069",219,"ThalaCux","duo","DT","fluct",3,3,268678852.220483
"3070",482,"ThalaCux","MIX","ADGRT","CS",2,12,237069575.488662
"3071",236,"ThalaCux","duo","RT","fluct",2,9,265292143.999217
"3072",115,"ThalaCux","mono","T","inc+fluc",1,9,1557885781.78263
"3073",237,"ThalaCux","duo","RT","fluct",3,9,491072692.083656
"3074",470,"ThalaCux","quattro","ADGT","inc+fluc",2,1,47413915.0977324
"3075",356,"ThalaCux","duo","RT","inc+fluc",2,6,174979924.765441
"3076",363,"ThalaCux","quattro","DGRT","CS",3,12,259647630.297106
"3077",116,"ThalaCux","mono","T","inc+fluc",2,1,40640498.6551992
"3078",471,"ThalaCux","quattro","ADGT","inc+fluc",3,1,63218553.4636431
"3079",139,"ThalaCux","duo","AT","CS",1,15,288999101.548083
"3080",231,"ThalaCux","duo","GT","fluct",3,3,426725235.879591
