"","no","temp","nut","species","rep","V_ml","magn","plate","Alg","speciesID","GF","counts","sampling","A1","A2","A3","A4","A5","At_mm","Afield","cells_ml"
"5768",452,"inc+fluc","Low","quattro",2,0.5,20,85,"A4","ThalaCux",5,74,12,"D","G","R","T",NA,78,0.25,57720
"5769",453,"inc+fluc","Low","quattro",3,0.5,10,85,"A1","DityCux",14,1,12,"D","G","R","T",NA,78,1,546
"5770",453,"inc+fluc","Low","quattro",3,0.5,20,85,"A2","Guido",14,1,12,"D","G","R","T",NA,78,0.25,2184
"5771",453,"inc+fluc","Low","quattro",3,0.5,10,85,"A3","Rhizo",14,13,12,"D","G","R","T",NA,78,1,7098
"5772",453,"inc+fluc","Low","quattro",3,0.5,20,85,"A4","ThalaCux",5,73,12,"D","G","R","T",NA,78,0.25,56940
"5773",454,"inc+fluc","HI","quattro",1,0.5,10,NA,"A1","DityCux",NA,NA,12,"D","G","R","T",NA,78,1,NA
"5774",454,"inc+fluc","HI","quattro",1,0.5,20,NA,"A2","Guido",NA,NA,12,"D","G","R","T",NA,78,0.25,NA
"5775",454,"inc+fluc","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,12,"D","G","R","T",NA,78,1,NA
"5776",454,"inc+fluc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"D","G","R","T",NA,78,0.25,NA
"5777",455,"inc+fluc","HI","quattro",2,0.5,10,NA,"A1","DityCux",NA,NA,12,"D","G","R","T",NA,78,1,NA
"5778",455,"inc+fluc","HI","quattro",2,0.5,20,NA,"A2","Guido",NA,NA,12,"D","G","R","T",NA,78,0.25,NA
"5779",455,"inc+fluc","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,12,"D","G","R","T",NA,78,1,NA
"5780",455,"inc+fluc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"D","G","R","T",NA,78,0.25,NA
"5781",456,"inc+fluc","HI","quattro",3,0.5,10,NA,"A1","DityCux",NA,NA,12,"D","G","R","T",NA,78,1,NA
"5782",456,"inc+fluc","HI","quattro",3,0.5,20,NA,"A2","Guido",NA,NA,12,"D","G","R","T",NA,78,0.25,NA
"5783",456,"inc+fluc","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,12,"D","G","R","T",NA,78,1,NA
"5784",456,"inc+fluc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"D","G","R","T",NA,78,0.25,NA
"5785",457,"inc+fluc","Low","quattro",1,0.5,40,85,"A1","Asterio",5,78,12,"A","G","R","T",NA,78,0.0625,243360
"5786",457,"inc+fluc","Low","quattro",1,0.5,20,85,"A2","Guido",14,0,12,"A","G","R","T",NA,78,0.25,0
"5787",457,"inc+fluc","Low","quattro",1,0.5,10,85,"A3","Rhizo",14,15,12,"A","G","R","T",NA,78,1,8190
"5788",457,"inc+fluc","Low","quattro",1,0.5,20,85,"A4","ThalaCux",5,73,12,"A","G","R","T",NA,78,0.25,56940
"5789",458,"inc+fluc","Low","quattro",2,0.5,40,85,"A1","Asterio",5,126,12,"A","G","R","T",NA,78,0.0625,393120
"5790",458,"inc+fluc","Low","quattro",2,0.5,20,85,"A2","Guido",14,1,12,"A","G","R","T",NA,78,0.25,2184
"5791",458,"inc+fluc","Low","quattro",2,0.5,10,85,"A3","Rhizo",14,10,12,"A","G","R","T",NA,78,1,5460
"5792",458,"inc+fluc","Low","quattro",2,0.5,20,85,"A4","ThalaCux",5,88,12,"A","G","R","T",NA,78,0.25,68640
"5793",459,"inc+fluc","Low","quattro",3,0.5,40,85,"A1","Asterio",5,175,12,"A","G","R","T",NA,78,0.0625,546000
"5794",459,"inc+fluc","Low","quattro",3,0.5,20,85,"A2","Guido",14,0,12,"A","G","R","T",NA,78,0.25,0
"5795",459,"inc+fluc","Low","quattro",3,0.5,10,85,"A3","Rhizo",14,6,12,"A","G","R","T",NA,78,1,3276
"5796",459,"inc+fluc","Low","quattro",3,0.5,20,85,"A4","ThalaCux",5,50,12,"A","G","R","T",NA,78,0.25,39000
"5797",460,"inc+fluc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","G","R","T",NA,78,0.0625,NA
"5798",460,"inc+fluc","HI","quattro",1,0.5,20,NA,"A2","Guido",NA,NA,12,"A","G","R","T",NA,78,0.25,NA
"5799",460,"inc+fluc","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,12,"A","G","R","T",NA,78,1,NA
"5800",460,"inc+fluc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","G","R","T",NA,78,0.25,NA
"5801",461,"inc+fluc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","G","R","T",NA,78,0.0625,NA
"5802",461,"inc+fluc","HI","quattro",2,0.5,20,NA,"A2","Guido",NA,NA,12,"A","G","R","T",NA,78,0.25,NA
"5803",461,"inc+fluc","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,12,"A","G","R","T",NA,78,1,NA
"5804",461,"inc+fluc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","G","R","T",NA,78,0.25,NA
"5805",462,"inc+fluc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","G","R","T",NA,78,0.0625,NA
"5806",462,"inc+fluc","HI","quattro",3,0.5,20,NA,"A2","Guido",NA,NA,12,"A","G","R","T",NA,78,0.25,NA
"5807",462,"inc+fluc","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,12,"A","G","R","T",NA,78,1,NA
"5808",462,"inc+fluc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","G","R","T",NA,78,0.25,NA
"5809",463,"inc+fluc","Low","quattro",1,0.5,40,85,"A1","Asterio",5,168,12,"A","D","R","T",NA,78,0.0625,524160
"5810",463,"inc+fluc","Low","quattro",1,0.5,20,85,"A2","DityCux",14,4,12,"A","D","R","T",NA,78,0.25,8736
"5811",463,"inc+fluc","Low","quattro",1,0.5,10,85,"A3","Rhizo",14,7,12,"A","D","R","T",NA,78,1,3822
"5812",463,"inc+fluc","Low","quattro",1,0.5,20,85,"A4","ThalaCux",5,89,12,"A","D","R","T",NA,78,0.25,69420
"5813",464,"inc+fluc","Low","quattro",2,0.5,40,85,"A1","Asterio",5,155,12,"A","D","R","T",NA,78,0.0625,483600
"5814",464,"inc+fluc","Low","quattro",2,0.5,20,85,"A2","DityCux",14,7,12,"A","D","R","T",NA,78,0.25,15288
"5815",464,"inc+fluc","Low","quattro",2,0.5,10,85,"A3","Rhizo",14,7,12,"A","D","R","T",NA,78,1,3822
"5816",464,"inc+fluc","Low","quattro",2,0.5,20,85,"A4","ThalaCux",5,84,12,"A","D","R","T",NA,78,0.25,65520
"5817",465,"inc+fluc","Low","quattro",3,0.5,40,85,"A1","Asterio",5,111,12,"A","D","R","T",NA,78,0.0625,346320
"5818",465,"inc+fluc","Low","quattro",3,0.5,20,85,"A2","DityCux",14,5,12,"A","D","R","T",NA,78,0.25,10920
"5819",465,"inc+fluc","Low","quattro",3,0.5,10,85,"A3","Rhizo",14,4,12,"A","D","R","T",NA,78,1,2184
"5820",465,"inc+fluc","Low","quattro",3,0.5,20,85,"A4","ThalaCux",5,54,12,"A","D","R","T",NA,78,0.25,42120
"5821",466,"inc+fluc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","R","T",NA,78,0.0625,NA
"5822",466,"inc+fluc","HI","quattro",1,0.5,10,NA,"A2","DityCux",NA,NA,12,"A","D","R","T",NA,78,1,NA
"5823",466,"inc+fluc","HI","quattro",1,0.5,10,NA,"A3","Rhizo",NA,NA,12,"A","D","R","T",NA,78,1,NA
"5824",466,"inc+fluc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","D","R","T",NA,78,0.25,NA
"5825",467,"inc+fluc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","R","T",NA,78,0.0625,NA
"5826",467,"inc+fluc","HI","quattro",2,0.5,10,NA,"A2","DityCux",NA,NA,12,"A","D","R","T",NA,78,1,NA
"5827",467,"inc+fluc","HI","quattro",2,0.5,10,NA,"A3","Rhizo",NA,NA,12,"A","D","R","T",NA,78,1,NA
"5828",467,"inc+fluc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","D","R","T",NA,78,0.25,NA
"5829",468,"inc+fluc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","R","T",NA,78,0.0625,NA
"5830",468,"inc+fluc","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,12,"A","D","R","T",NA,78,1,NA
"5831",468,"inc+fluc","HI","quattro",3,0.5,10,NA,"A3","Rhizo",NA,NA,12,"A","D","R","T",NA,78,1,NA
"5832",468,"inc+fluc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","D","R","T",NA,78,0.25,NA
"5833",469,"inc+fluc","Low","quattro",1,0.5,40,85,"A1","Asterio",5,227,12,"A","D","G","T",NA,78,0.0625,708240
"5834",469,"inc+fluc","Low","quattro",1,0.5,20,85,"A2","DityCux",14,17,12,"A","D","G","T",NA,78,0.25,37128
"5835",469,"inc+fluc","Low","quattro",1,0.5,20,85,"A3","Guido",14,1,12,"A","D","G","T",NA,78,0.25,2184
"5836",469,"inc+fluc","Low","quattro",1,0.5,20,85,"A4","ThalaCux",5,101,12,"A","D","G","T",NA,78,0.25,78780
"5837",470,"inc+fluc","Low","quattro",2,0.5,40,85,"A1","Asterio",5,199,12,"A","D","G","T",NA,78,0.0625,620880
"5838",470,"inc+fluc","Low","quattro",2,0.5,20,85,"A2","DityCux",14,24,12,"A","D","G","T",NA,78,0.25,52416
"5839",470,"inc+fluc","Low","quattro",2,0.5,20,85,"A3","Guido",14,1,12,"A","D","G","T",NA,78,0.25,2184
"5840",470,"inc+fluc","Low","quattro",2,0.5,20,85,"A4","ThalaCux",5,112,12,"A","D","G","T",NA,78,0.25,87360
"5841",471,"inc+fluc","Low","quattro",3,0.5,40,85,"A1","Asterio",5,201,12,"A","D","G","T",NA,78,0.0625,627120
"5842",471,"inc+fluc","Low","quattro",3,0.5,20,85,"A2","DityCux",14,8,12,"A","D","G","T",NA,78,0.25,17472
"5843",471,"inc+fluc","Low","quattro",3,0.5,20,85,"A3","Guido",14,0,12,"A","D","G","T",NA,78,0.25,0
"5844",471,"inc+fluc","Low","quattro",3,0.5,20,85,"A4","ThalaCux",5,99,12,"A","D","G","T",NA,78,0.25,77220
"5845",472,"inc+fluc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","T",NA,78,0.0625,NA
"5846",472,"inc+fluc","HI","quattro",1,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","T",NA,78,0.25,NA
"5847",472,"inc+fluc","HI","quattro",1,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","T",NA,78,0.25,NA
"5848",472,"inc+fluc","HI","quattro",1,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","D","G","T",NA,78,0.25,NA
"5849",473,"inc+fluc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","T",NA,78,0.0625,NA
"5850",473,"inc+fluc","HI","quattro",2,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","T",NA,78,0.25,NA
"5851",473,"inc+fluc","HI","quattro",2,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","T",NA,78,0.25,NA
"5852",473,"inc+fluc","HI","quattro",2,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","D","G","T",NA,78,0.25,NA
"5853",474,"inc+fluc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","T",NA,78,0.0625,NA
"5854",474,"inc+fluc","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,12,"A","D","G","T",NA,78,1,NA
"5855",474,"inc+fluc","HI","quattro",3,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","T",NA,78,0.25,NA
"5856",474,"inc+fluc","HI","quattro",3,0.5,20,NA,"A4","ThalaCux",NA,NA,12,"A","D","G","T",NA,78,0.25,NA
"5857",475,"inc+fluc","Low","quattro",1,0.5,40,85,"A1","Asterio",5,142,12,"A","D","G","R",NA,78,0.0625,443040
"5858",475,"inc+fluc","Low","quattro",1,0.5,20,85,"A2","DityCux",14,9,12,"A","D","G","R",NA,78,0.25,19656
"5859",475,"inc+fluc","Low","quattro",1,0.5,20,85,"A3","Guido",14,0,12,"A","D","G","R",NA,78,0.25,0
"5860",475,"inc+fluc","Low","quattro",1,0.5,10,85,"A4","Rhizo",14,36,12,"A","D","G","R",NA,78,1,19656
"5861",476,"inc+fluc","Low","quattro",2,0.5,40,85,"A1","Asterio",5,101,12,"A","D","G","R",NA,78,0.0625,315120
"5862",476,"inc+fluc","Low","quattro",2,0.5,20,85,"A2","DityCux",14,16,12,"A","D","G","R",NA,78,0.25,34944
"5863",476,"inc+fluc","Low","quattro",2,0.5,20,85,"A3","Guido",14,0,12,"A","D","G","R",NA,78,0.25,0
"5864",476,"inc+fluc","Low","quattro",2,0.5,10,85,"A4","Rhizo",14,75,12,"A","D","G","R",NA,78,1,40950
"5865",477,"inc+fluc","Low","quattro",3,0.5,40,85,"A1","Asterio",5,178,12,"A","D","G","R",NA,78,0.0625,555360
"5866",477,"inc+fluc","Low","quattro",3,0.5,20,85,"A2","DityCux",14,14,12,"A","D","G","R",NA,78,0.25,30576
"5867",477,"inc+fluc","Low","quattro",3,0.5,20,85,"A3","Guido",14,1,12,"A","D","G","R",NA,78,0.25,2184
"5868",477,"inc+fluc","Low","quattro",3,0.5,10,85,"A4","Rhizo",14,23,12,"A","D","G","R",NA,78,1,12558
"5869",478,"inc+fluc","HI","quattro",1,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R",NA,78,0.0625,NA
"5870",478,"inc+fluc","HI","quattro",1,0.5,10,NA,"A2","DityCux",NA,NA,12,"A","D","G","R",NA,78,1,NA
"5871",478,"inc+fluc","HI","quattro",1,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R",NA,78,0.25,NA
"5872",478,"inc+fluc","HI","quattro",1,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R",NA,78,1,NA
"5873",479,"inc+fluc","HI","quattro",2,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R",NA,78,0.0625,NA
"5874",479,"inc+fluc","HI","quattro",2,0.5,10,NA,"A2","DityCux",NA,NA,12,"A","D","G","R",NA,78,1,NA
"5875",479,"inc+fluc","HI","quattro",2,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R",NA,78,0.25,NA
"5876",479,"inc+fluc","HI","quattro",2,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R",NA,78,1,NA
"5877",480,"inc+fluc","HI","quattro",3,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R",NA,78,0.0625,NA
"5878",480,"inc+fluc","HI","quattro",3,0.5,10,NA,"A2","DityCux",NA,NA,12,"A","D","G","R",NA,78,1,NA
"5879",480,"inc+fluc","HI","quattro",3,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R",NA,78,0.25,NA
"5880",480,"inc+fluc","HI","quattro",3,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R",NA,78,1,NA
"5881",481,"CS","Low","MIX",1,0.5,40,86,"A1","Asterio",5,29,12,"A","D","G","R","T",78,0.0625,90480
"5882",481,"CS","Low","MIX",1,0.5,10,86,"A2","DityCux",14,1,12,"A","D","G","R","T",78,1,546
"5883",481,"CS","Low","MIX",1,0.5,20,86,"A3","Guido",14,2,12,"A","D","G","R","T",78,0.25,4368
"5884",481,"CS","Low","MIX",1,0.5,10,86,"A4","Rhizo",14,9,12,"A","D","G","R","T",78,1,4914
"5885",481,"CS","Low","MIX",1,0.5,20,86,"A5","ThalaCux",5,50,12,"A","D","G","R","T",78,0.25,39000
"5886",482,"CS","Low","MIX",2,0.5,40,86,"A1","Asterio",5,352,12,"A","D","G","R","T",78,0.0625,1098240
"5887",482,"CS","Low","MIX",2,0.5,10,86,"A2","DityCux",14,1,12,"A","D","G","R","T",78,1,546
"5888",482,"CS","Low","MIX",2,0.5,20,86,"A3","Guido",14,2,12,"A","D","G","R","T",78,0.25,4368
"5889",482,"CS","Low","MIX",2,0.5,10,86,"A4","Rhizo",14,9,12,"A","D","G","R","T",78,1,4914
"5890",482,"CS","Low","MIX",2,0.5,20,86,"A5","ThalaCux",5,42,12,"A","D","G","R","T",78,0.25,32760
"5891",483,"CS","Low","MIX",3,0.5,40,86,"A1","Asterio",5,241,12,"A","D","G","R","T",78,0.0625,751920
"5892",483,"CS","Low","MIX",3,0.5,10,86,"A2","DityCux",14,1,12,"A","D","G","R","T",78,1,546
"5893",483,"CS","Low","MIX",3,0.5,20,86,"A3","Guido",14,1,12,"A","D","G","R","T",78,0.25,2184
"5894",483,"CS","Low","MIX",3,0.5,10,86,"A4","Rhizo",14,7,12,"A","D","G","R","T",78,1,3822
"5895",483,"CS","Low","MIX",3,0.5,20,86,"A5","ThalaCux",5,24,12,"A","D","G","R","T",78,0.25,18720
"5896",484,"CS","HI","MIX",1,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5897",484,"CS","HI","MIX",1,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5898",484,"CS","HI","MIX",1,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5899",484,"CS","HI","MIX",1,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5900",484,"CS","HI","MIX",1,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5901",485,"CS","HI","MIX",2,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5902",485,"CS","HI","MIX",2,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5903",485,"CS","HI","MIX",2,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5904",485,"CS","HI","MIX",2,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5905",485,"CS","HI","MIX",2,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5906",486,"CS","HI","MIX",3,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5907",486,"CS","HI","MIX",3,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5908",486,"CS","HI","MIX",3,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5909",486,"CS","HI","MIX",3,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5910",486,"CS","HI","MIX",3,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5911",487,"fluct","Low","MIX",1,0.5,40,86,"A1","Asterio",5,254,12,"A","D","G","R","T",78,0.0625,792480
"5912",487,"fluct","Low","MIX",1,0.5,10,86,"A2","DityCux",14,2,12,"A","D","G","R","T",78,1,1092
"5913",487,"fluct","Low","MIX",1,0.5,20,86,"A3","Guido",14,3,12,"A","D","G","R","T",78,0.25,6552
"5914",487,"fluct","Low","MIX",1,0.5,10,86,"A4","Rhizo",14,10,12,"A","D","G","R","T",78,1,5460
"5915",487,"fluct","Low","MIX",1,0.5,20,86,"A5","ThalaCux",5,74,12,"A","D","G","R","T",78,0.25,57720
"5916",488,"fluct","Low","MIX",2,0.5,40,86,"A1","Asterio",5,251,12,"A","D","G","R","T",78,0.0625,783120
"5917",488,"fluct","Low","MIX",2,0.5,10,86,"A2","DityCux",14,1,12,"A","D","G","R","T",78,1,546
"5918",488,"fluct","Low","MIX",2,0.5,20,86,"A3","Guido",14,1,12,"A","D","G","R","T",78,0.25,2184
"5919",488,"fluct","Low","MIX",2,0.5,10,86,"A4","Rhizo",14,16,12,"A","D","G","R","T",78,1,8736
"5920",488,"fluct","Low","MIX",2,0.5,20,86,"A5","ThalaCux",5,45,12,"A","D","G","R","T",78,0.25,35100
"5921",489,"fluct","Low","MIX",3,0.5,40,86,"A1","Asterio",5,273,12,"A","D","G","R","T",78,0.0625,851760
"5922",489,"fluct","Low","MIX",3,0.5,10,86,"A2","DityCux",14,1,12,"A","D","G","R","T",78,1,546
"5923",489,"fluct","Low","MIX",3,0.5,20,86,"A3","Guido",14,2,12,"A","D","G","R","T",78,0.25,4368
"5924",489,"fluct","Low","MIX",3,0.5,10,86,"A4","Rhizo",14,10,12,"A","D","G","R","T",78,1,5460
"5925",489,"fluct","Low","MIX",3,0.5,20,86,"A5","ThalaCux",5,43,12,"A","D","G","R","T",78,0.25,33540
"5926",490,"fluct","HI","MIX",1,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5927",490,"fluct","HI","MIX",1,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5928",490,"fluct","HI","MIX",1,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5929",490,"fluct","HI","MIX",1,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5930",490,"fluct","HI","MIX",1,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5931",491,"fluct","HI","MIX",2,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5932",491,"fluct","HI","MIX",2,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5933",491,"fluct","HI","MIX",2,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5934",491,"fluct","HI","MIX",2,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5935",491,"fluct","HI","MIX",2,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5936",492,"fluct","HI","MIX",3,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5937",492,"fluct","HI","MIX",3,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5938",492,"fluct","HI","MIX",3,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5939",492,"fluct","HI","MIX",3,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5940",492,"fluct","HI","MIX",3,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5941",493,"inc","Low","MIX",1,0.5,40,86,"A1","Asterio",5,228,12,"A","D","G","R","T",78,0.0625,711360
"5942",493,"inc","Low","MIX",1,0.5,10,86,"A2","DityCux",14,1,12,"A","D","G","R","T",78,1,546
"5943",493,"inc","Low","MIX",1,0.5,20,86,"A3","Guido",14,1,12,"A","D","G","R","T",78,0.25,2184
"5944",493,"inc","Low","MIX",1,0.5,10,86,"A4","Rhizo",14,14,12,"A","D","G","R","T",78,1,7644
"5945",493,"inc","Low","MIX",1,0.5,20,86,"A5","ThalaCux",5,51,12,"A","D","G","R","T",78,0.25,39780
"5946",494,"inc","Low","MIX",2,0.5,40,86,"A1","Asterio",5,226,12,"A","D","G","R","T",78,0.0625,705120
"5947",494,"inc","Low","MIX",2,0.5,20,86,"A2","DityCux",14,2,12,"A","D","G","R","T",78,0.25,4368
"5948",494,"inc","Low","MIX",2,0.5,20,86,"A3","Guido",14,1,12,"A","D","G","R","T",78,0.25,2184
"5949",494,"inc","Low","MIX",2,0.5,10,86,"A4","Rhizo",14,15,12,"A","D","G","R","T",78,1,8190
"5950",494,"inc","Low","MIX",2,0.5,20,86,"A5","ThalaCux",5,70,12,"A","D","G","R","T",78,0.25,54600
"5951",495,"inc","Low","MIX",3,0.5,40,86,"A1","Asterio",5,249,12,"A","D","G","R","T",78,0.0625,776880
"5952",495,"inc","Low","MIX",3,0.5,20,86,"A2","DityCux",14,2,12,"A","D","G","R","T",78,0.25,4368
"5953",495,"inc","Low","MIX",3,0.5,20,86,"A3","Guido",14,1,12,"A","D","G","R","T",78,0.25,2184
"5954",495,"inc","Low","MIX",3,0.5,10,86,"A4","Rhizo",14,14,12,"A","D","G","R","T",78,1,7644
"5955",495,"inc","Low","MIX",3,0.5,20,86,"A5","ThalaCux",5,51,12,"A","D","G","R","T",78,0.25,39780
"5956",496,"inc","HI","MIX",1,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5957",496,"inc","HI","MIX",1,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5958",496,"inc","HI","MIX",1,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5959",496,"inc","HI","MIX",1,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5960",496,"inc","HI","MIX",1,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5961",497,"inc","HI","MIX",2,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5962",497,"inc","HI","MIX",2,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5963",497,"inc","HI","MIX",2,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5964",497,"inc","HI","MIX",2,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5965",497,"inc","HI","MIX",2,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5966",498,"inc","HI","MIX",3,0.5,40,NA,"A1","Asterio",NA,NA,12,"A","D","G","R","T",78,0.0625,NA
"5967",498,"inc","HI","MIX",3,0.5,20,NA,"A2","DityCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5968",498,"inc","HI","MIX",3,0.5,20,NA,"A3","Guido",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5969",498,"inc","HI","MIX",3,0.5,10,NA,"A4","Rhizo",NA,NA,12,"A","D","G","R","T",78,1,NA
"5970",498,"inc","HI","MIX",3,0.5,20,NA,"A5","ThalaCux",NA,NA,12,"A","D","G","R","T",78,0.25,NA
"5971",499,"inc+fluc","Low","MIX",1,0.5,40,86,"A1","Asterio",5,155,12,"A","D","G","R","T",78,0.0625,483600
"5972",499,"inc+fluc","Low","MIX",1,0.5,20,86,"A2","DityCux",14,1,12,"A","D","G","R","T",78,0.25,2184
"5973",499,"inc+fluc","Low","MIX",1,0.5,20,86,"A3","Guido",14,1,12,"A","D","G","R","T",78,0.25,2184
"5974",499,"inc+fluc","Low","MIX",1,0.5,10,86,"A4","Rhizo",14,16,12,"A","D","G","R","T",78,1,8736
"5975",499,"inc+fluc","Low","MIX",1,0.5,20,86,"A5","ThalaCux",5,84,12,"A","D","G","R","T",78,0.25,65520
"5976",500,"inc+fluc","Low","MIX",2,0.5,40,86,"A1","Asterio",5,118,12,"A","D","G","R","T",78,0.0625,368160
