"";"row";"method";"fileName";"combination";"sampling";"column";"value";"ID";"treat"
"3116";"B";"440";"./mix_s13.txt";"mix";13;"V7";0,075;"MIX_Hi_3";"cs"
"3117";"C";"440";"./mix_s13.txt";"mix";13;"V7";0,069;"MIX_Hi_3";"fluc"
"3118";"D";"440";"./mix_s13.txt";"mix";13;"V7";0,069;"MIX_Hi_3";"inc"
"3119";"E";"440";"./mix_s13.txt";"mix";13;"V7";0,094;"MIX_Hi_3";"flucinc"
"3120";"F";"440";"./mix_s13.txt";"mix";13;"V7";0,039;"MQ";NA
"3121";"A";"450";"./mix_s13.txt";"mix";13;"V7";0,04;"MQ";NA
"3122";"B";"450";"./mix_s13.txt";"mix";13;"V7";0,076;"MIX_Hi_3";"cs"
"3123";"C";"450";"./mix_s13.txt";"mix";13;"V7";0,072;"MIX_Hi_3";"fluc"
"3124";"D";"450";"./mix_s13.txt";"mix";13;"V7";0,068;"MIX_Hi_3";"inc"
"3125";"E";"450";"./mix_s13.txt";"mix";13;"V7";0,088;"MIX_Hi_3";"flucinc"
"3126";"F";"450";"./mix_s13.txt";"mix";13;"V7";0,039;"MQ";NA
"3127";"A";"650";"./mix_s13.txt";"mix";13;"V7";0,038;"MQ";NA
"3128";"B";"650";"./mix_s13.txt";"mix";13;"V7";0,06;"MIX_Hi_3";"cs"
"3129";"C";"650";"./mix_s13.txt";"mix";13;"V7";0,057;"MIX_Hi_3";"fluc"
"3130";"D";"650";"./mix_s13.txt";"mix";13;"V7";0,055;"MIX_Hi_3";"inc"
"3131";"E";"650";"./mix_s13.txt";"mix";13;"V7";0,07;"MIX_Hi_3";"flucinc"
"3132";"F";"650";"./mix_s13.txt";"mix";13;"V7";0,035;"MQ";NA
"3133";"A";"395,680";"./mix_s13.txt";"mix";13;"V8";3;"MQ";NA
"3134";"B";"395,680";"./mix_s13.txt";"mix";13;"V8";5;"MQ";NA
"3135";"C";"395,680";"./mix_s13.txt";"mix";13;"V8";3;"MQ";NA
"3136";"D";"395,680";"./mix_s13.txt";"mix";13;"V8";6;"MQ";NA
"3137";"E";"395,680";"./mix_s13.txt";"mix";13;"V8";5;"MQ";NA
"3138";"F";"395,680";"./mix_s13.txt";"mix";13;"V8";2;"MQ";NA
"3139";"A";"614,680";"./mix_s13.txt";"mix";13;"V8";4;"MQ";NA
"3140";"B";"614,680";"./mix_s13.txt";"mix";13;"V8";2;"MQ";NA
"3141";"C";"614,680";"./mix_s13.txt";"mix";13;"V8";8;"MQ";NA
"3142";"D";"614,680";"./mix_s13.txt";"mix";13;"V8";0;"MQ";NA
"3143";"E";"614,680";"./mix_s13.txt";"mix";13;"V8";0;"MQ";NA
"3144";"F";"614,680";"./mix_s13.txt";"mix";13;"V8";0;"MQ";NA
"3145";"A";"440,660";"./mix_s13.txt";"mix";13;"V8";0;"MQ";NA
"3146";"B";"440,660";"./mix_s13.txt";"mix";13;"V8";5;"MQ";NA
"3147";"C";"440,660";"./mix_s13.txt";"mix";13;"V8";2;"MQ";NA
"3148";"D";"440,660";"./mix_s13.txt";"mix";13;"V8";3;"MQ";NA
"3149";"E";"440,660";"./mix_s13.txt";"mix";13;"V8";5;"MQ";NA
"3150";"F";"440,660";"./mix_s13.txt";"mix";13;"V8";6;"MQ";NA
"3151";"A";"440";"./mix_s13.txt";"mix";13;"V8";0,043;"MQ";NA
"3152";"B";"440";"./mix_s13.txt";"mix";13;"V8";0,039;"MQ";NA
"3153";"C";"440";"./mix_s13.txt";"mix";13;"V8";0,039;"MQ";NA
"3154";"D";"440";"./mix_s13.txt";"mix";13;"V8";0,039;"MQ";NA
"3155";"E";"440";"./mix_s13.txt";"mix";13;"V8";0,039;"MQ";NA
"3156";"F";"440";"./mix_s13.txt";"mix";13;"V8";0,04;"MQ";NA
"3157";"A";"450";"./mix_s13.txt";"mix";13;"V8";0,043;"MQ";NA
"3158";"B";"450";"./mix_s13.txt";"mix";13;"V8";0,039;"MQ";NA
"3159";"C";"450";"./mix_s13.txt";"mix";13;"V8";0,039;"MQ";NA
"3160";"D";"450";"./mix_s13.txt";"mix";13;"V8";0,039;"MQ";NA
"3161";"E";"450";"./mix_s13.txt";"mix";13;"V8";0,039;"MQ";NA
"3162";"F";"450";"./mix_s13.txt";"mix";13;"V8";0,04;"MQ";NA
"3163";"A";"650";"./mix_s13.txt";"mix";13;"V8";0,04;"MQ";NA
"3164";"B";"650";"./mix_s13.txt";"mix";13;"V8";0,035;"MQ";NA
"3165";"C";"650";"./mix_s13.txt";"mix";13;"V8";0,036;"MQ";NA
"3166";"D";"650";"./mix_s13.txt";"mix";13;"V8";0,037;"MQ";NA
"3167";"E";"650";"./mix_s13.txt";"mix";13;"V8";0,034;"MQ";NA
"3168";"F";"650";"./mix_s13.txt";"mix";13;"V8";0,038;"MQ";NA
"3169";"A";"395,680";"./mix_s12.txt";"mix";12;"V1";0;"MQ";NA
"3170";"B";"395,680";"./mix_s12.txt";"mix";12;"V1";3;"MQ";NA
"3171";"C";"395,680";"./mix_s12.txt";"mix";12;"V1";1;"MQ";NA
"3172";"D";"395,680";"./mix_s12.txt";"mix";12;"V1";0;"MQ";NA
"3173";"E";"395,680";"./mix_s12.txt";"mix";12;"V1";4;"MQ";NA
"3174";"F";"395,680";"./mix_s12.txt";"mix";12;"V1";0;"MQ";NA
"3175";"A";"614,680";"./mix_s12.txt";"mix";12;"V1";3;"MQ";NA
"3176";"B";"614,680";"./mix_s12.txt";"mix";12;"V1";3;"MQ";NA
"3177";"C";"614,680";"./mix_s12.txt";"mix";12;"V1";6;"MQ";NA
"3178";"D";"614,680";"./mix_s12.txt";"mix";12;"V1";0;"MQ";NA
"3179";"E";"614,680";"./mix_s12.txt";"mix";12;"V1";3;"MQ";NA
"3180";"F";"614,680";"./mix_s12.txt";"mix";12;"V1";1;"MQ";NA
"3181";"A";"440,660";"./mix_s12.txt";"mix";12;"V1";0;"MQ";NA
"3182";"B";"440,660";"./mix_s12.txt";"mix";12;"V1";9;"MQ";NA
"3183";"C";"440,660";"./mix_s12.txt";"mix";12;"V1";5;"MQ";NA
"3184";"D";"440,660";"./mix_s12.txt";"mix";12;"V1";0;"MQ";NA
"3185";"E";"440,660";"./mix_s12.txt";"mix";12;"V1";2;"MQ";NA
"3186";"F";"440,660";"./mix_s12.txt";"mix";12;"V1";7;"MQ";NA
"3187";"A";"440";"./mix_s12.txt";"mix";12;"V1";0,039;"MQ";NA
"3188";"B";"440";"./mix_s12.txt";"mix";12;"V1";0,04;"MQ";NA
"3189";"C";"440";"./mix_s12.txt";"mix";12;"V1";0,041;"MQ";NA
"3190";"D";"440";"./mix_s12.txt";"mix";12;"V1";0,042;"MQ";NA
"3191";"E";"440";"./mix_s12.txt";"mix";12;"V1";0,041;"MQ";NA
"3192";"F";"440";"./mix_s12.txt";"mix";12;"V1";0,039;"MQ";NA
"3193";"A";"450";"./mix_s12.txt";"mix";12;"V1";0,039;"MQ";NA
"3194";"B";"450";"./mix_s12.txt";"mix";12;"V1";0,04;"MQ";NA
"3195";"C";"450";"./mix_s12.txt";"mix";12;"V1";0,041;"MQ";NA
"3196";"D";"450";"./mix_s12.txt";"mix";12;"V1";0,042;"MQ";NA
"3197";"E";"450";"./mix_s12.txt";"mix";12;"V1";0,04;"MQ";NA
"3198";"F";"450";"./mix_s12.txt";"mix";12;"V1";0,04;"MQ";NA
"3199";"A";"650";"./mix_s12.txt";"mix";12;"V1";0,034;"MQ";NA
"3200";"B";"650";"./mix_s12.txt";"mix";12;"V1";0,037;"MQ";NA
"3201";"C";"650";"./mix_s12.txt";"mix";12;"V1";0,037;"MQ";NA
"3202";"D";"650";"./mix_s12.txt";"mix";12;"V1";0,037;"MQ";NA
"3203";"E";"650";"./mix_s12.txt";"mix";12;"V1";0,039;"MQ";NA
"3204";"F";"650";"./mix_s12.txt";"mix";12;"V1";0,035;"MQ";NA
"3205";"A";"395,680";"./mix_s12.txt";"mix";12;"V2";0;"MQ";NA
"3206";"B";"395,680";"./mix_s12.txt";"mix";12;"V2";102;"MIX_Low_1";"cs"
"3207";"C";"395,680";"./mix_s12.txt";"mix";12;"V2";248;"MIX_Low_1";"fluc"
"3208";"D";"395,680";"./mix_s12.txt";"mix";12;"V2";62;"MIX_Low_1";"inc"
"3209";"E";"395,680";"./mix_s12.txt";"mix";12;"V2";85;"MIX_Low_1";"flucinc"
"3210";"F";"395,680";"./mix_s12.txt";"mix";12;"V2";0;"MQ";NA
"3211";"A";"614,680";"./mix_s12.txt";"mix";12;"V2";0;"MQ";NA
"3212";"B";"614,680";"./mix_s12.txt";"mix";12;"V2";14;"MIX_Low_1";"cs"
"3213";"C";"614,680";"./mix_s12.txt";"mix";12;"V2";48;"MIX_Low_1";"fluc"
"3214";"D";"614,680";"./mix_s12.txt";"mix";12;"V2";14;"MIX_Low_1";"inc"
"3215";"E";"614,680";"./mix_s12.txt";"mix";12;"V2";13;"MIX_Low_1";"flucinc"
"3216";"F";"614,680";"./mix_s12.txt";"mix";12;"V2";0;"MQ";NA
"3217";"A";"440,660";"./mix_s12.txt";"mix";12;"V2";4;"MQ";NA
"3218";"B";"440,660";"./mix_s12.txt";"mix";12;"V2";46;"MIX_Low_1";"cs"
"3219";"C";"440,660";"./mix_s12.txt";"mix";12;"V2";132;"MIX_Low_1";"fluc"
"3220";"D";"440,660";"./mix_s12.txt";"mix";12;"V2";49;"MIX_Low_1";"inc"
"3221";"E";"440,660";"./mix_s12.txt";"mix";12;"V2";54;"MIX_Low_1";"flucinc"
"3222";"F";"440,660";"./mix_s12.txt";"mix";12;"V2";7;"MQ";NA
"3223";"A";"440";"./mix_s12.txt";"mix";12;"V2";0,041;"MQ";NA
"3224";"B";"440";"./mix_s12.txt";"mix";12;"V2";0,067;"MIX_Low_1";"cs"
"3225";"C";"440";"./mix_s12.txt";"mix";12;"V2";0,073;"MIX_Low_1";"fluc"
"3226";"D";"440";"./mix_s12.txt";"mix";12;"V2";0,077;"MIX_Low_1";"inc"
"3227";"E";"440";"./mix_s12.txt";"mix";12;"V2";0,084;"MIX_Low_1";"flucinc"
"3228";"F";"440";"./mix_s12.txt";"mix";12;"V2";0,04;"MQ";NA
"3229";"A";"450";"./mix_s12.txt";"mix";12;"V2";0,04;"MQ";NA
"3230";"B";"450";"./mix_s12.txt";"mix";12;"V2";0,068;"MIX_Low_1";"cs"
"3231";"C";"450";"./mix_s12.txt";"mix";12;"V2";0,068;"MIX_Low_1";"fluc"
"3232";"D";"450";"./mix_s12.txt";"mix";12;"V2";0,076;"MIX_Low_1";"inc"
"3233";"E";"450";"./mix_s12.txt";"mix";12;"V2";0,083;"MIX_Low_1";"flucinc"
"3234";"F";"450";"./mix_s12.txt";"mix";12;"V2";0,039;"MQ";NA
"3235";"A";"650";"./mix_s12.txt";"mix";12;"V2";0,036;"MQ";NA
"3236";"B";"650";"./mix_s12.txt";"mix";12;"V2";0,056;"MIX_Low_1";"cs"
"3237";"C";"650";"./mix_s12.txt";"mix";12;"V2";0,057;"MIX_Low_1";"fluc"
"3238";"D";"650";"./mix_s12.txt";"mix";12;"V2";0,062;"MIX_Low_1";"inc"
"3239";"E";"650";"./mix_s12.txt";"mix";12;"V2";0,066;"MIX_Low_1";"flucinc"
"3240";"F";"650";"./mix_s12.txt";"mix";12;"V2";0,037;"MQ";NA
"3241";"A";"395,680";"./mix_s12.txt";"mix";12;"V3";0;"MQ";NA
"3242";"B";"395,680";"./mix_s12.txt";"mix";12;"V3";40;"MIX_Low_2";"cs"
"3243";"C";"395,680";"./mix_s12.txt";"mix";12;"V3";136;"MIX_Low_2";"fluc"
"3244";"D";"395,680";"./mix_s12.txt";"mix";12;"V3";60;"MIX_Low_2";"inc"
"3245";"E";"395,680";"./mix_s12.txt";"mix";12;"V3";40;"MIX_Low_2";"flucinc"
"3246";"F";"395,680";"./mix_s12.txt";"mix";12;"V3";4;"MQ";NA
"3247";"A";"614,680";"./mix_s12.txt";"mix";12;"V3";0;"MQ";NA
"3248";"B";"614,680";"./mix_s12.txt";"mix";12;"V3";9;"MIX_Low_2";"cs"
"3249";"C";"614,680";"./mix_s12.txt";"mix";12;"V3";40;"MIX_Low_2";"fluc"
"3250";"D";"614,680";"./mix_s12.txt";"mix";12;"V3";8;"MIX_Low_2";"inc"
"3251";"E";"614,680";"./mix_s12.txt";"mix";12;"V3";9;"MIX_Low_2";"flucinc"
"3252";"F";"614,680";"./mix_s12.txt";"mix";12;"V3";5;"MQ";NA
"3253";"A";"440,660";"./mix_s12.txt";"mix";12;"V3";2;"MQ";NA
"3254";"B";"440,660";"./mix_s12.txt";"mix";12;"V3";28;"MIX_Low_2";"cs"
"3255";"C";"440,660";"./mix_s12.txt";"mix";12;"V3";155;"MIX_Low_2";"fluc"
"3256";"D";"440,660";"./mix_s12.txt";"mix";12;"V3";36;"MIX_Low_2";"inc"
"3257";"E";"440,660";"./mix_s12.txt";"mix";12;"V3";48;"MIX_Low_2";"flucinc"
"3258";"F";"440,660";"./mix_s12.txt";"mix";12;"V3";1;"MQ";NA
"3259";"A";"440";"./mix_s12.txt";"mix";12;"V3";0,04;"MQ";NA
"3260";"B";"440";"./mix_s12.txt";"mix";12;"V3";0,07;"MIX_Low_2";"cs"
"3261";"C";"440";"./mix_s12.txt";"mix";12;"V3";0,08;"MIX_Low_2";"fluc"
"3262";"D";"440";"./mix_s12.txt";"mix";12;"V3";0,068;"MIX_Low_2";"inc"
"3263";"E";"440";"./mix_s12.txt";"mix";12;"V3";0,077;"MIX_Low_2";"flucinc"
"3264";"F";"440";"./mix_s12.txt";"mix";12;"V3";0,039;"MQ";NA
"3265";"A";"450";"./mix_s12.txt";"mix";12;"V3";0,041;"MQ";NA
"3266";"B";"450";"./mix_s12.txt";"mix";12;"V3";0,069;"MIX_Low_2";"cs"
"3267";"C";"450";"./mix_s12.txt";"mix";12;"V3";0,078;"MIX_Low_2";"fluc"
"3268";"D";"450";"./mix_s12.txt";"mix";12;"V3";0,066;"MIX_Low_2";"inc"
"3269";"E";"450";"./mix_s12.txt";"mix";12;"V3";0,07;"MIX_Low_2";"flucinc"
"3270";"F";"450";"./mix_s12.txt";"mix";12;"V3";0,039;"MQ";NA
"3271";"A";"650";"./mix_s12.txt";"mix";12;"V3";0,036;"MQ";NA
"3272";"B";"650";"./mix_s12.txt";"mix";12;"V3";0,058;"MIX_Low_2";"cs"
"3273";"C";"650";"./mix_s12.txt";"mix";12;"V3";0,063;"MIX_Low_2";"fluc"
"3274";"D";"650";"./mix_s12.txt";"mix";12;"V3";0,054;"MIX_Low_2";"inc"
"3275";"E";"650";"./mix_s12.txt";"mix";12;"V3";0,052;"MIX_Low_2";"flucinc"
"3276";"F";"650";"./mix_s12.txt";"mix";12;"V3";0,036;"MQ";NA
"3277";"A";"395,680";"./mix_s12.txt";"mix";12;"V4";0;"MQ";NA
"3278";"B";"395,680";"./mix_s12.txt";"mix";12;"V4";50;"MIX_Low_3";"cs"
"3279";"C";"395,680";"./mix_s12.txt";"mix";12;"V4";144;"MIX_Low_3";"fluc"
"3280";"D";"395,680";"./mix_s12.txt";"mix";12;"V4";49;"MIX_Low_3";"inc"
"3281";"E";"395,680";"./mix_s12.txt";"mix";12;"V4";28;"MIX_Low_3";"flucinc"
"3282";"F";"395,680";"./mix_s12.txt";"mix";12;"V4";0;"MQ";NA
"3283";"A";"614,680";"./mix_s12.txt";"mix";12;"V4";3;"MQ";NA
"3284";"B";"614,680";"./mix_s12.txt";"mix";12;"V4";9;"MIX_Low_3";"cs"
"3285";"C";"614,680";"./mix_s12.txt";"mix";12;"V4";17;"MIX_Low_3";"fluc"
"3286";"D";"614,680";"./mix_s12.txt";"mix";12;"V4";11;"MIX_Low_3";"inc"
"3287";"E";"614,680";"./mix_s12.txt";"mix";12;"V4";9;"MIX_Low_3";"flucinc"
"3288";"F";"614,680";"./mix_s12.txt";"mix";12;"V4";1;"MQ";NA
"3289";"A";"440,660";"./mix_s12.txt";"mix";12;"V4";0;"MQ";NA
"3290";"B";"440,660";"./mix_s12.txt";"mix";12;"V4";38;"MIX_Low_3";"cs"
"3291";"C";"440,660";"./mix_s12.txt";"mix";12;"V4";85;"MIX_Low_3";"fluc"
"3292";"D";"440,660";"./mix_s12.txt";"mix";12;"V4";32;"MIX_Low_3";"inc"
"3293";"E";"440,660";"./mix_s12.txt";"mix";12;"V4";41;"MIX_Low_3";"flucinc"
"3294";"F";"440,660";"./mix_s12.txt";"mix";12;"V4";11;"MQ";NA
"3295";"A";"440";"./mix_s12.txt";"mix";12;"V4";0,04;"MQ";NA
"3296";"B";"440";"./mix_s12.txt";"mix";12;"V4";0,065;"MIX_Low_3";"cs"
"3297";"C";"440";"./mix_s12.txt";"mix";12;"V4";0,068;"MIX_Low_3";"fluc"
"3298";"D";"440";"./mix_s12.txt";"mix";12;"V4";0,063;"MIX_Low_3";"inc"
"3299";"E";"440";"./mix_s12.txt";"mix";12;"V4";0,063;"MIX_Low_3";"flucinc"
"3300";"F";"440";"./mix_s12.txt";"mix";12;"V4";0,039;"MQ";NA
"3301";"A";"450";"./mix_s12.txt";"mix";12;"V4";0,04;"MQ";NA
"3302";"B";"450";"./mix_s12.txt";"mix";12;"V4";0,065;"MIX_Low_3";"cs"
"3303";"C";"450";"./mix_s12.txt";"mix";12;"V4";0,068;"MIX_Low_3";"fluc"
"3304";"D";"450";"./mix_s12.txt";"mix";12;"V4";0,062;"MIX_Low_3";"inc"
"3305";"E";"450";"./mix_s12.txt";"mix";12;"V4";0,061;"MIX_Low_3";"flucinc"
"3306";"F";"450";"./mix_s12.txt";"mix";12;"V4";0,039;"MQ";NA
"3307";"A";"650";"./mix_s12.txt";"mix";12;"V4";0,037;"MQ";NA
"3308";"B";"650";"./mix_s12.txt";"mix";12;"V4";0,053;"MIX_Low_3";"cs"
"3309";"C";"650";"./mix_s12.txt";"mix";12;"V4";0,054;"MIX_Low_3";"fluc"
"3310";"D";"650";"./mix_s12.txt";"mix";12;"V4";0,051;"MIX_Low_3";"inc"
"3311";"E";"650";"./mix_s12.txt";"mix";12;"V4";0,049;"MIX_Low_3";"flucinc"
"3312";"F";"650";"./mix_s12.txt";"mix";12;"V4";0,036;"MQ";NA
"3313";"A";"395,680";"./mix_s12.txt";"mix";12;"V5";0;"MQ";NA
"3314";"B";"395,680";"./mix_s12.txt";"mix";12;"V5";88;"MIX_Hi_1";"cs"
"3315";"C";"395,680";"./mix_s12.txt";"mix";12;"V5";212;"MIX_Hi_1";"fluc"
"3316";"D";"395,680";"./mix_s12.txt";"mix";12;"V5";69;"MIX_Hi_1";"inc"
"3317";"E";"395,680";"./mix_s12.txt";"mix";12;"V5";56;"MIX_Hi_1";"flucinc"
"3318";"F";"395,680";"./mix_s12.txt";"mix";12;"V5";10;"MQ";NA
"3319";"A";"614,680";"./mix_s12.txt";"mix";12;"V5";0;"MQ";NA
"3320";"B";"614,680";"./mix_s12.txt";"mix";12;"V5";17;"MIX_Hi_1";"cs"
"3321";"C";"614,680";"./mix_s12.txt";"mix";12;"V5";46;"MIX_Hi_1";"fluc"
"3322";"D";"614,680";"./mix_s12.txt";"mix";12;"V5";21;"MIX_Hi_1";"inc"
"3323";"E";"614,680";"./mix_s12.txt";"mix";12;"V5";14;"MIX_Hi_1";"flucinc"
"3324";"F";"614,680";"./mix_s12.txt";"mix";12;"V5";5;"MQ";NA
"3325";"A";"440,660";"./mix_s12.txt";"mix";12;"V5";0;"MQ";NA
"3326";"B";"440,660";"./mix_s12.txt";"mix";12;"V5";58;"MIX_Hi_1";"cs"
"3327";"C";"440,660";"./mix_s12.txt";"mix";12;"V5";146;"MIX_Hi_1";"fluc"
"3328";"D";"440,660";"./mix_s12.txt";"mix";12;"V5";38;"MIX_Hi_1";"inc"
"3329";"E";"440,660";"./mix_s12.txt";"mix";12;"V5";49;"MIX_Hi_1";"flucinc"
"3330";"F";"440,660";"./mix_s12.txt";"mix";12;"V5";6;"MQ";NA
"3331";"A";"440";"./mix_s12.txt";"mix";12;"V5";0,039;"MQ";NA
"3332";"B";"440";"./mix_s12.txt";"mix";12;"V5";0,078;"MIX_Hi_1";"cs"
"3333";"C";"440";"./mix_s12.txt";"mix";12;"V5";0,089;"MIX_Hi_1";"fluc"
"3334";"D";"440";"./mix_s12.txt";"mix";12;"V5";0,073;"MIX_Hi_1";"inc"
"3335";"E";"440";"./mix_s12.txt";"mix";12;"V5";0,066;"MIX_Hi_1";"flucinc"
"3336";"F";"440";"./mix_s12.txt";"mix";12;"V5";0,039;"MQ";NA
"3337";"A";"450";"./mix_s12.txt";"mix";12;"V5";0,04;"MQ";NA
"3338";"B";"450";"./mix_s12.txt";"mix";12;"V5";0,075;"MIX_Hi_1";"cs"
"3339";"C";"450";"./mix_s12.txt";"mix";12;"V5";0,092;"MIX_Hi_1";"fluc"
"3340";"D";"450";"./mix_s12.txt";"mix";12;"V5";0,071;"MIX_Hi_1";"inc"
"3341";"E";"450";"./mix_s12.txt";"mix";12;"V5";0,072;"MIX_Hi_1";"flucinc"
"3342";"F";"450";"./mix_s12.txt";"mix";12;"V5";0,039;"MQ";NA
"3343";"A";"650";"./mix_s12.txt";"mix";12;"V5";0,036;"MQ";NA
"3344";"B";"650";"./mix_s12.txt";"mix";12;"V5";0,061;"MIX_Hi_1";"cs"
"3345";"C";"650";"./mix_s12.txt";"mix";12;"V5";0,075;"MIX_Hi_1";"fluc"
"3346";"D";"650";"./mix_s12.txt";"mix";12;"V5";0,059;"MIX_Hi_1";"inc"
"3347";"E";"650";"./mix_s12.txt";"mix";12;"V5";0,052;"MIX_Hi_1";"flucinc"
"3348";"F";"650";"./mix_s12.txt";"mix";12;"V5";0,036;"MQ";NA
"3349";"A";"395,680";"./mix_s12.txt";"mix";12;"V6";6;"MQ";NA
"3350";"B";"395,680";"./mix_s12.txt";"mix";12;"V6";83;"MIX_Hi_2";"cs"
"3351";"C";"395,680";"./mix_s12.txt";"mix";12;"V6";222;"MIX_Hi_2";"fluc"
"3352";"D";"395,680";"./mix_s12.txt";"mix";12;"V6";47;"MIX_Hi_2";"inc"
"3353";"E";"395,680";"./mix_s12.txt";"mix";12;"V6";83;"MIX_Hi_2";"flucinc"
"3354";"F";"395,680";"./mix_s12.txt";"mix";12;"V6";0;"MQ";NA
"3355";"A";"614,680";"./mix_s12.txt";"mix";12;"V6";0;"MQ";NA
"3356";"B";"614,680";"./mix_s12.txt";"mix";12;"V6";26;"MIX_Hi_2";"cs"
"3357";"C";"614,680";"./mix_s12.txt";"mix";12;"V6";43;"MIX_Hi_2";"fluc"
"3358";"D";"614,680";"./mix_s12.txt";"mix";12;"V6";17;"MIX_Hi_2";"inc"
"3359";"E";"614,680";"./mix_s12.txt";"mix";12;"V6";32;"MIX_Hi_2";"flucinc"
"3360";"F";"614,680";"./mix_s12.txt";"mix";12;"V6";5;"MQ";NA
"3361";"A";"440,660";"./mix_s12.txt";"mix";12;"V6";11;"MQ";NA
"3362";"B";"440,660";"./mix_s12.txt";"mix";12;"V6";73;"MIX_Hi_2";"cs"
"3363";"C";"440,660";"./mix_s12.txt";"mix";12;"V6";171;"MIX_Hi_2";"fluc"
"3364";"D";"440,660";"./mix_s12.txt";"mix";12;"V6";46;"MIX_Hi_2";"inc"
"3365";"E";"440,660";"./mix_s12.txt";"mix";12;"V6";49;"MIX_Hi_2";"flucinc"
"3366";"F";"440,660";"./mix_s12.txt";"mix";12;"V6";4;"MQ";NA
"3367";"A";"440";"./mix_s12.txt";"mix";12;"V6";0,041;"MQ";NA
"3368";"B";"440";"./mix_s12.txt";"mix";12;"V6";0,078;"MIX_Hi_2";"cs"
"3369";"C";"440";"./mix_s12.txt";"mix";12;"V6";0,089;"MIX_Hi_2";"fluc"
"3370";"D";"440";"./mix_s12.txt";"mix";12;"V6";0,069;"MIX_Hi_2";"inc"
"3371";"E";"440";"./mix_s12.txt";"mix";12;"V6";0,073;"MIX_Hi_2";"flucinc"
"3372";"F";"440";"./mix_s12.txt";"mix";12;"V6";0,039;"MQ";NA
"3373";"A";"450";"./mix_s12.txt";"mix";12;"V6";0,041;"MQ";NA
"3374";"B";"450";"./mix_s12.txt";"mix";12;"V6";0,076;"MIX_Hi_2";"cs"
"3375";"C";"450";"./mix_s12.txt";"mix";12;"V6";0,091;"MIX_Hi_2";"fluc"
"3376";"D";"450";"./mix_s12.txt";"mix";12;"V6";0,071;"MIX_Hi_2";"inc"
"3377";"E";"450";"./mix_s12.txt";"mix";12;"V6";0,072;"MIX_Hi_2";"flucinc"
"3378";"F";"450";"./mix_s12.txt";"mix";12;"V6";0,039;"MQ";NA
"3379";"A";"650";"./mix_s12.txt";"mix";12;"V6";0,039;"MQ";NA
"3380";"B";"650";"./mix_s12.txt";"mix";12;"V6";0,062;"MIX_Hi_2";"cs"
"3381";"C";"650";"./mix_s12.txt";"mix";12;"V6";0,073;"MIX_Hi_2";"fluc"
"3382";"D";"650";"./mix_s12.txt";"mix";12;"V6";0,056;"MIX_Hi_2";"inc"
"3383";"E";"650";"./mix_s12.txt";"mix";12;"V6";0,058;"MIX_Hi_2";"flucinc"
"3384";"F";"650";"./mix_s12.txt";"mix";12;"V6";0,037;"MQ";NA
"3385";"A";"395,680";"./mix_s12.txt";"mix";12;"V7";0;"MQ";NA
"3386";"B";"395,680";"./mix_s12.txt";"mix";12;"V7";88;"MIX_Hi_3";"cs"
"3387";"C";"395,680";"./mix_s12.txt";"mix";12;"V7";231;"MIX_Hi_3";"fluc"
"3388";"D";"395,680";"./mix_s12.txt";"mix";12;"V7";76;"MIX_Hi_3";"inc"
"3389";"E";"395,680";"./mix_s12.txt";"mix";12;"V7";113;"MIX_Hi_3";"flucinc"
"3390";"F";"395,680";"./mix_s12.txt";"mix";12;"V7";4;"MQ";NA
"3391";"A";"614,680";"./mix_s12.txt";"mix";12;"V7";1;"MQ";NA
"3392";"B";"614,680";"./mix_s12.txt";"mix";12;"V7";14;"MIX_Hi_3";"cs"
"3393";"C";"614,680";"./mix_s12.txt";"mix";12;"V7";57;"MIX_Hi_3";"fluc"
"3394";"D";"614,680";"./mix_s12.txt";"mix";12;"V7";20;"MIX_Hi_3";"inc"
"3395";"E";"614,680";"./mix_s12.txt";"mix";12;"V7";15;"MIX_Hi_3";"flucinc"
"3396";"F";"614,680";"./mix_s12.txt";"mix";12;"V7";5;"MQ";NA
"3397";"A";"440,660";"./mix_s12.txt";"mix";12;"V7";0;"MQ";NA
"3398";"B";"440,660";"./mix_s12.txt";"mix";12;"V7";78;"MIX_Hi_3";"cs"
"3399";"C";"440,660";"./mix_s12.txt";"mix";12;"V7";192;"MIX_Hi_3";"fluc"
"3400";"D";"440,660";"./mix_s12.txt";"mix";12;"V7";65;"MIX_Hi_3";"inc"
"3401";"E";"440,660";"./mix_s12.txt";"mix";12;"V7";66;"MIX_Hi_3";"flucinc"
"3402";"F";"440,660";"./mix_s12.txt";"mix";12;"V7";0;"MQ";NA
"3403";"A";"440";"./mix_s12.txt";"mix";12;"V7";0,041;"MQ";NA
"3404";"B";"440";"./mix_s12.txt";"mix";12;"V7";0,084;"MIX_Hi_3";"cs"
"3405";"C";"440";"./mix_s12.txt";"mix";12;"V7";0,104;"MIX_Hi_3";"fluc"
"3406";"D";"440";"./mix_s12.txt";"mix";12;"V7";0,075;"MIX_Hi_3";"inc"
"3407";"E";"440";"./mix_s12.txt";"mix";12;"V7";0,084;"MIX_Hi_3";"flucinc"
"3408";"F";"440";"./mix_s12.txt";"mix";12;"V7";0,039;"MQ";NA
"3409";"A";"450";"./mix_s12.txt";"mix";12;"V7";0,04;"MQ";NA
"3410";"B";"450";"./mix_s12.txt";"mix";12;"V7";0,082;"MIX_Hi_3";"cs"
